id,player,sets_diff,win,points_win,points_lose,points_diff,points_total,match_time,idx
Vitalii Protopopov_2077795957,Vitalii Protopopov,1,1,55,52,3,107,2021-08-30 20:20:00,524326
Serhii Berezynskyi_498822718,Serhii Berezynskyi,-1,0,38,48,-10,86,2021-08-30 20:25:00,524327
Marharyta Saltanovska_179264,Marharyta Saltanovska,-3,0,22,33,-11,55,2021-08-30 20:25:00,524328
P Gireth_29169,P Gireth,2,1,40,20,20,60,2021-08-30 20:30:00,524329
Volodymyr Chornobab_179330,Volodymyr Chornobab,1,1,45,50,-5,95,2021-08-30 20:30:00,524330
Tomas Beran_179626,Tomas Beran,2,1,44,34,10,78,2021-08-30 20:30:00,524331
V Chernov_129572,V Chernov,1,1,46,30,16,76,2021-08-30 20:30:00,524332
Ivan Synytskyi_127389411,Ivan Synytskyi,3,1,33,20,13,53,2021-08-30 20:30:00,524333
Volodymyr Hainiuk_179221,Volodymyr Hainiuk,-1,0,46,52,-6,98,2021-08-30 20:35:00,524334
Vitalii Solovei_1878271296,Vitalii Solovei,3,1,33,23,10,56,2021-08-30 20:35:00,524335
Prokhor Puhach_1614204245,Prokhor Puhach,-3,0,18,33,-15,51,2021-08-30 20:40:00,524336
Kostiantyn Semenin_179236,Kostiantyn Semenin,2,1,40,30,10,70,2021-08-30 20:40:00,524337
Oleksandr Brezytskyi_1609661536,Oleksandr Brezytskyi,-2,0,29,41,-12,70,2021-08-30 20:45:00,524338
A Sirotkin_129606,A Sirotkin,2,1,44,31,13,75,2021-08-30 20:45:00,524339
Anastasiia Kozak_179627,Anastasiia Kozak,-2,0,31,41,-10,72,2021-08-30 20:45:00,524340
E Markelov_129538,E Markelov,2,1,42,35,7,77,2021-08-30 20:47:00,524341
Yevhenii Omitsynskyi_1736222164,Yevhenii Omitsynskyi,-1,0,42,49,-7,91,2021-08-30 20:50:00,524342
Nazar Mosiuk_179192,Nazar Mosiuk,-2,0,35,42,-7,77,2021-08-30 20:50:00,524343
Oleksandr Ivchuk_179272,Oleksandr Ivchuk,2,1,44,28,16,72,2021-08-30 20:50:00,524344
Dmytro Belanchyk_1664330242,Dmytro Belanchyk,3,1,40,32,8,72,2021-08-30 20:55:00,524345
Olena Bondareva_179265,Olena Bondareva,3,1,34,19,15,53,2021-08-30 20:55:00,524346
Roman Zholubak_179207,Roman Zholubak,-1,0,49,50,-1,99,2021-08-30 21:00:00,524347
Roman Rybachuk_2107400855,Roman Rybachuk,-1,0,43,44,-1,87,2021-08-30 21:00:00,524348
Josef Hondlik_179318,Josef Hondlik,-3,0,13,33,-20,46,2021-08-30 21:00:00,524349
V Mishakin_129573,V Mishakin,-2,0,33,44,-11,77,2021-08-30 21:00:00,524350
R Rose_29129,R Rose,-1,0,44,48,-4,92,2021-08-30 21:01:00,524351
Serhii Kuprykov_179222,Serhii Kuprykov,-1,0,38,44,-6,82,2021-08-30 21:05:00,524352
Ihor Petryshyn_1147907068,Ihor Petryshyn,2,1,42,36,6,78,2021-08-30 21:05:00,524353
Pavlo Plushch_990422979,Pavlo Plushch,1,1,47,45,2,92,2021-08-30 21:10:00,524354
Oleksandr Hryhoriev_179237,Oleksandr Hryhoriev,2,1,41,29,12,70,2021-08-30 21:10:00,524355
Serhii Kubrak_357429661,Serhii Kubrak,-3,0,17,33,-16,50,2021-08-30 21:15:00,524356
Anastasiia Ostapenko_179628,Anastasiia Ostapenko,1,1,49,45,4,94,2021-08-30 21:15:00,524357
D Kolesnikov_129539,D Kolesnikov,-3,0,18,33,-15,51,2021-08-30 21:16:00,524358
I Afanasev_129607,I Afanasev,-2,0,37,42,-5,79,2021-08-30 21:17:00,524359
Denys Pesternikov_179193,Denys Pesternikov,-2,0,36,42,-6,78,2021-08-30 21:20:00,524360
Vadym Ishchuk_179285,Vadym Ishchuk,-1,0,51,51,0,102,2021-08-30 21:20:00,524361
Prokhor Puhach_1106497430,Prokhor Puhach,1,1,50,42,8,92,2021-08-30 21:20:00,524362
Oleksiy Sapronov_169491421,Oleksiy Sapronov,2,1,38,34,4,72,2021-08-30 21:25:00,524363
Vasiliy Smyk_913533621,Vasiliy Smyk,1,1,49,38,11,87,2021-08-30 21:30:00,524364
Iryna Hrushko_179629,Iryna Hrushko,2,1,40,32,8,72,2021-08-30 21:30:00,524365
Martin Juhasz_179319,Martin Juhasz,-2,0,33,44,-11,77,2021-08-30 21:30:00,524366
Serhii Smyrnov_179331,Serhii Smyrnov,-1,0,45,49,-4,94,2021-08-30 21:30:00,524367
V Chernov_129574,V Chernov,2,1,42,30,12,72,2021-08-30 21:32:00,524368
Ji Louda_29130,Ji Louda,-1,0,42,54,-12,96,2021-08-30 21:32:00,524369
Serhii Berezynskyi_1036646400,Serhii Berezynskyi,1,1,48,39,9,87,2021-08-30 21:35:00,524370
Roman Yushko_179223,Roman Yushko,1,1,49,46,3,95,2021-08-30 21:35:00,524371
Mykola Odarenko_179238,Mykola Odarenko,-1,0,46,52,-6,98,2021-08-30 21:40:00,524372
Vasyl Aksenin_2020637783,Vasyl Aksenin,2,1,46,41,5,87,2021-08-30 21:40:00,524373
Vitalii Solovei_906751660,Vitalii Solovei,-2,0,33,43,-10,76,2021-08-30 21:45:00,524374
A Sirotkin_129608,A Sirotkin,2,1,38,33,5,71,2021-08-30 21:46:00,524375
E Markelov_129540,E Markelov,-3,0,26,34,-8,60,2021-08-30 21:47:00,524376
Oleksandr Brezytskyi_1136239304,Oleksandr Brezytskyi,-1,0,43,49,-6,92,2021-08-30 21:50:00,524377
Artem Yurkov_179286,Artem Yurkov,-2,0,39,48,-9,87,2021-08-30 21:50:00,524378
Nazar Mosiuk_179194,Nazar Mosiuk,2,1,43,32,11,75,2021-08-30 21:50:00,524379
Serhii Kubrak_1137667660,Serhii Kubrak,-1,0,38,42,-4,80,2021-08-30 21:55:00,524380
M Marchenko_129575,M Marchenko,-1,0,44,52,-8,96,2021-08-30 22:00:00,524381
Martin Juhasz_179320,Martin Juhasz,1,1,47,44,3,91,2021-08-30 22:00:00,524382
Olena Bondareva_179630,Olena Bondareva,-2,0,25,41,-16,66,2021-08-30 22:00:00,524383
Adam Krasutskyi_1528719869,Adam Krasutskyi,1,1,49,52,-3,101,2021-08-30 22:00:00,524384
T Batthyany_29131,T Batthyany,2,1,43,29,14,72,2021-08-30 22:03:00,524385
Artem Nesterenko_155846489,Artem Nesterenko,-2,0,36,39,-3,75,2021-08-30 22:05:00,524386
Serhii Kuprykov_179224,Serhii Kuprykov,2,1,39,39,0,78,2021-08-30 22:05:00,524387
Oleksandr Hryhoriev_179239,Oleksandr Hryhoriev,-2,0,24,40,-16,64,2021-08-30 22:10:00,524388
Roman Rybachuk_496857477,Roman Rybachuk,1,1,48,50,-2,98,2021-08-30 22:10:00,524389
Oleksii Tkachuk_391478916,Oleksii Tkachuk,2,1,44,40,4,84,2021-08-30 22:15:00,524390
A Afanasev_129609,A Afanasev,1,1,40,42,-2,82,2021-08-30 22:16:00,524391
I Soldatov_129541,I Soldatov,1,1,50,42,8,92,2021-08-30 22:16:00,524392
Oleh Bindas_179195,Oleh Bindas,3,1,37,26,11,63,2021-08-30 22:20:00,524393
Dmytro Derevinskyi_472106094,Dmytro Derevinskyi,-1,0,45,50,-5,95,2021-08-30 22:20:00,524394
Vladyslav Mishchenko_179275,Vladyslav Mishchenko,1,1,47,37,10,84,2021-08-30 22:20:00,524395
Vadym Komar_2106489344,Vadym Komar,-2,0,33,39,-6,72,2021-08-30 22:25:00,524396
Kyrylo Yurchenko_179210,Kyrylo Yurchenko,1,1,57,56,1,113,2021-08-30 22:30:00,524397
Josef Hondlik_179321,Josef Hondlik,-3,0,16,33,-17,49,2021-08-30 22:30:00,524398
Prokhor Puhach_246064530,Prokhor Puhach,-3,0,27,39,-12,66,2021-08-30 22:30:00,524399
V Mishakin_129764,V Mishakin,2,1,45,41,4,86,2021-08-30 22:30:00,524400
K Brozik_29132,K Brozik,1,1,47,35,12,82,2021-08-30 22:31:00,524401
Yevhen Samofal_179225,Yevhen Samofal,-2,0,36,42,-6,78,2021-08-30 22:35:00,524402
Valerii Davydov_179240,Valerii Davydov,-1,0,44,45,-1,89,2021-08-30 22:40:00,524403
Illia Semeniuk_2030379849,Illia Semeniuk,-1,0,46,50,-4,96,2021-08-30 22:45:00,524404
Oleksandr Ivchuk_179276,Oleksandr Ivchuk,-1,0,53,60,-7,113,2021-08-30 22:50:00,524405
I Afanasev_129766,I Afanasev,3,1,33,18,15,51,2021-08-30 22:53:00,524406
D Razinkov_129768,D Razinkov,3,1,33,16,17,49,2021-08-30 22:54:00,524407
D Tikhnenko_129765,D Tikhnenko,-3,0,20,33,-13,53,2021-08-30 22:59:00,524408
Ludek Stoces_179322,Ludek Stoces,-2,0,25,42,-17,67,2021-08-30 23:00:00,524409
Oleksandr Brezytskyi_233627261,Oleksandr Brezytskyi,-1,0,39,42,-3,81,2021-08-30 23:00:00,524410
T Batthyany_29133,T Batthyany,-1,0,44,50,-6,94,2021-08-30 23:01:00,524411
Vadym Komar_2118873999,Vadym Komar,1,1,59,57,2,116,2021-08-30 23:05:00,524412
A Sirotkin_129767,A Sirotkin,3,1,35,24,11,59,2021-08-30 23:15:00,524413
D Kolesnikov_129769,D Kolesnikov,2,1,43,33,10,76,2021-08-30 23:16:00,524414
Artem Yurkov_179287,Artem Yurkov,-3,0,16,33,-17,49,2021-08-30 23:20:00,524415
Josef Hondlik_179323,Josef Hondlik,2,1,42,36,6,78,2021-08-30 23:30:00,524416
S Ogai_129576,S Ogai,1,1,48,38,10,86,2021-08-30 23:31:00,524417
Ji Louda_29134,Ji Louda,-3,0,25,34,-9,59,2021-08-30 23:31:00,524418
Viacheslav Yarovoi_410611935,Viacheslav Yarovoi,2,1,40,29,11,69,2021-08-30 23:35:00,524419
O Kutuzov_129542,O Kutuzov,2,1,42,30,12,72,2021-08-30 23:44:00,524420
Stanislav Malchuk_1963058113,Stanislav Malchuk,1,1,49,43,6,92,2021-08-30 23:45:00,524421
A Petrov_129610,A Petrov,-1,0,40,46,-6,86,2021-08-30 23:47:00,524422
Anatolii Nazarov_179278,Anatolii Nazarov,-1,0,46,52,-6,98,2021-08-30 23:50:00,524423
Ji Louda_29171,Ji Louda,-1,0,47,47,0,94,2021-08-31 00:00:00,524424
N Zhurba_129577,N Zhurba,1,1,46,46,0,92,2021-08-31 00:02:00,524425
Michael Fruhauf_179641,Michael Fruhauf,2,1,37,27,10,64,2021-08-31 00:05:00,524426
Sergey Demidov_1484481255,Sergey Demidov,-2,0,33,42,-9,75,2021-08-31 00:05:00,524427
Vasil Salivonchyk_1993575504,Vasil Salivonchyk,3,1,34,22,12,56,2021-08-31 00:15:00,524428
N Sadovskiy_129543,N Sadovskiy,3,1,35,27,8,62,2021-08-31 00:18:00,524429
D Sayanov_129611,D Sayanov,3,1,34,18,16,52,2021-08-31 00:18:00,524430
Artem Yurkov_179288,Artem Yurkov,2,1,44,38,6,82,2021-08-31 00:20:00,524431
Andrii Romanenko_179290,Andrii Romanenko,1,1,51,51,0,102,2021-08-31 00:25:00,524432
T Batthyany_29172,T Batthyany,-3,0,14,33,-19,47,2021-08-31 00:32:00,524433
D Evlahin_129578,D Evlahin,-1,0,40,48,-8,88,2021-08-31 00:33:00,524434
Viacheslav Yarovoi_735648201,Viacheslav Yarovoi,3,1,33,12,21,45,2021-08-31 00:35:00,524435
Martin Juhasz_179642,Martin Juhasz,3,1,36,26,10,62,2021-08-31 00:35:00,524436
A Volkov_129612,A Volkov,3,1,33,21,12,54,2021-08-31 00:45:00,524437
Stanislav Malchuk_1345360392,Stanislav Malchuk,-2,0,34,37,-3,71,2021-08-31 00:45:00,524438
A Ilin_129544,A Ilin,2,1,43,33,10,76,2021-08-31 00:46:00,524439
Vadym Ishchuk_179289,Vadym Ishchuk,3,1,34,26,8,60,2021-08-31 00:50:00,524440
Hryhorii Kulishov_179291,Hryhorii Kulishov,3,1,33,18,15,51,2021-08-31 00:55:00,524441
Petro Tsolik_501721161,Petro Tsolik,-2,0,36,44,-8,80,2021-08-31 01:00:00,524442
A Serebrennikov_129579,A Serebrennikov,-1,0,48,51,-3,99,2021-08-31 01:02:00,524443
Sergey Demidov_1620313401,Sergey Demidov,-2,0,40,45,-5,85,2021-08-31 01:05:00,524444
Vadim Gerashenko_909826528,Vadim Gerashenko,-2,0,25,37,-12,62,2021-08-31 01:15:00,524445
Yu Merkushin_129613,Yu Merkushin,-1,0,47,48,-1,95,2021-08-31 01:17:00,524446
S Myagkov_129545,S Myagkov,-3,0,13,34,-21,47,2021-08-31 01:21:00,524447
Andrii Romanenko_179292,Andrii Romanenko,1,1,57,48,9,105,2021-08-31 01:25:00,524448
Yevhenii Faflei_1130797428,Yevhenii Faflei,-1,0,44,54,-10,98,2021-08-31 01:30:00,524449
Viacheslav Yarovoi_1631907029,Viacheslav Yarovoi,-1,0,51,54,-3,105,2021-08-31 01:35:00,524450
N Zhurba_129580,N Zhurba,1,1,47,49,-2,96,2021-08-31 01:38:00,524451
D Sayanov_129614,D Sayanov,3,1,39,33,6,72,2021-08-31 01:44:00,524452
Vasil Salivonchyk_2313055,Vasil Salivonchyk,-3,0,20,33,-13,53,2021-08-31 01:45:00,524453
N Sadovskiy_129546,N Sadovskiy,3,1,33,22,11,55,2021-08-31 01:51:00,524454
Borys Kostiuk_179293,Borys Kostiuk,-2,0,39,42,-3,81,2021-08-31 01:55:00,524455
Petro Tsolik_2102727642,Petro Tsolik,3,1,34,20,14,54,2021-08-31 02:00:00,524456
Oleksandr Soloviov_362800093,Oleksandr Soloviov,2,1,40,30,10,70,2021-08-31 02:05:00,524457
A Serebrennikov_129581,A Serebrennikov,-1,0,44,47,-3,91,2021-08-31 02:09:00,524458
Stanislav Malchuk_1209222714,Stanislav Malchuk,3,1,33,25,8,58,2021-08-31 02:15:00,524459
Yu Merkushin_129615,Yu Merkushin,-1,0,46,50,-4,96,2021-08-31 02:17:00,524460
S Myagkov_129547,S Myagkov,-1,0,44,44,0,88,2021-08-31 02:18:00,524461
Hryhorii Kulishov_179294,Hryhorii Kulishov,2,1,44,35,9,79,2021-08-31 02:25:00,524462
Serhij Maksymiv_160944959,Serhij Maksymiv,-3,0,20,34,-14,54,2021-08-31 02:30:00,524463
Viacheslav Yarovoi_1805027653,Viacheslav Yarovoi,1,1,47,45,2,92,2021-08-31 02:35:00,524464
D Korneev_129582,D Korneev,-2,0,36,42,-6,78,2021-08-31 02:45:00,524465
A Fedosov_129616,A Fedosov,1,1,53,51,2,104,2021-08-31 02:45:00,524466
Vadim Gerashenko_1807714893,Vadim Gerashenko,-3,0,23,33,-10,56,2021-08-31 02:45:00,524467
K Malahov_129548,K Malahov,-1,0,46,48,-2,94,2021-08-31 02:51:00,524468
Andrii Romanenko_179295,Andrii Romanenko,1,1,49,38,11,87,2021-08-31 02:55:00,524469
Yevhenii Faflei_1514172724,Yevhenii Faflei,-2,0,38,45,-7,83,2021-08-31 03:00:00,524470
Sergey Demidov_1484515210,Sergey Demidov,-1,0,45,47,-2,92,2021-08-31 03:05:00,524471
D Evlahin_129583,D Evlahin,-2,0,26,42,-16,68,2021-08-31 03:10:00,524472
Vasil Salivonchyk_1179498599,Vasil Salivonchyk,3,1,34,23,11,57,2021-08-31 03:15:00,524473
A Ilin_129549,A Ilin,-3,0,23,33,-10,56,2021-08-31 03:22:00,524474
A Volkov_129617,A Volkov,-2,0,39,44,-5,83,2021-08-31 03:23:00,524475
Hryhorii Kulishov_179296,Hryhorii Kulishov,-1,0,47,49,-2,96,2021-08-31 03:25:00,524476
Petro Tsolik_1444973733,Petro Tsolik,2,1,46,44,2,90,2021-08-31 03:30:00,524477
Viacheslav Yarovoi_748032856,Viacheslav Yarovoi,2,1,41,26,15,67,2021-08-31 03:35:00,524478
S Ogai_129584,S Ogai,3,1,34,27,7,61,2021-08-31 03:39:00,524479
Maksym Kukharuk_678407384,Maksym Kukharuk,-3,0,18,33,-15,51,2021-08-31 03:45:00,524480
A Petrov_129618,A Petrov,2,1,36,28,8,64,2021-08-31 03:47:00,524481
O Kutuzov_129550,O Kutuzov,-3,0,19,33,-14,52,2021-08-31 03:49:00,524482
Borys Kostiuk_179297,Borys Kostiuk,2,1,38,34,4,72,2021-08-31 03:55:00,524483
Serhij Maksymiv_621069500,Serhij Maksymiv,1,1,45,48,-3,93,2021-08-31 04:00:00,524484
D Korneev_129585,D Korneev,-1,0,41,47,-6,88,2021-08-31 04:00:00,524485
Sergey Demidov_1437941664,Sergey Demidov,-1,0,41,57,-16,98,2021-08-31 04:05:00,524486
Stanislav Malchuk_67214389,Stanislav Malchuk,-3,0,15,33,-18,48,2021-08-31 04:15:00,524487
A Fedosov_129619,A Fedosov,-2,0,38,45,-7,83,2021-08-31 04:16:00,524488
K Malahov_129551,K Malahov,-2,0,31,42,-11,73,2021-08-31 04:17:00,524489
Andrii Romanenko_179298,Andrii Romanenko,-3,0,21,35,-14,56,2021-08-31 04:25:00,524490
Yevhenii Faflei_289475596,Yevhenii Faflei,3,1,33,22,11,55,2021-08-31 04:30:00,524491
Viacheslav Yarovoi_1631659762,Viacheslav Yarovoi,2,1,39,33,6,72,2021-08-31 04:35:00,524492
D Evlahin_129770,D Evlahin,-2,0,29,41,-12,70,2021-08-31 04:35:00,524493
Maksym Kukharuk_1652209121,Maksym Kukharuk,1,1,43,38,5,81,2021-08-31 04:45:00,524494
A Volkov_129772,A Volkov,-1,0,48,47,1,95,2021-08-31 04:46:00,524495
K Malahov_129774,K Malahov,2,1,38,35,3,73,2021-08-31 04:54:00,524496
Serhii Levin_179299,Serhii Levin,1,1,50,41,9,91,2021-08-31 04:55:00,524497
Maksym Mykytiuk_2057266670,Maksym Mykytiuk,1,1,48,43,5,91,2021-08-31 05:00:00,524498
N Zhurba_129771,N Zhurba,-2,0,33,41,-8,74,2021-08-31 05:01:00,524499
Oleksandr Soloviov_362838276,Oleksandr Soloviov,-2,0,38,44,-6,82,2021-08-31 05:05:00,524500
Vasil Salivonchyk_75497734,Vasil Salivonchyk,-2,0,34,37,-3,71,2021-08-31 05:15:00,524501
O Kutuzov_129775,O Kutuzov,1,1,48,46,2,94,2021-08-31 05:18:00,524502
D Sayanov_129773,D Sayanov,2,1,37,27,10,64,2021-08-31 05:19:00,524503
Petro Tsolik_1809348166,Petro Tsolik,-3,0,16,33,-17,49,2021-08-31 05:30:00,524504
Borys Kostiuk_179643,Borys Kostiuk,-3,0,21,33,-12,54,2021-08-31 05:35:00,524505
Petro Tsolik_1708726705,Petro Tsolik,-1,0,44,47,-3,91,2021-08-31 06:00:00,524506
Serhii Levin_179644,Serhii Levin,2,1,41,28,13,69,2021-08-31 06:05:00,524507
Yevhenii Faflei_1909793814,Yevhenii Faflei,-2,0,41,45,-4,86,2021-08-31 06:30:00,524508
A Kolmin_129696,A Kolmin,3,1,33,24,9,57,2021-08-31 07:30:00,524509
A Fedorov_129656,A Fedorov,-1,0,42,45,-3,87,2021-08-31 07:48:00,524510
I Novikov_129730,I Novikov,-1,0,40,51,-11,91,2021-08-31 07:49:00,524511
Oleh Bindas_179373,Oleh Bindas,3,1,34,20,14,54,2021-08-31 07:50:00,524512
Dmytro Alekseenko_1461050868,Dmytro Alekseenko,3,1,33,20,13,53,2021-08-31 07:50:00,524513
Sergiy Balabey_1446594486,Sergiy Balabey,-3,0,20,34,-14,54,2021-08-31 07:55:00,524514
Kyrylo Yurchenko_179631,Kyrylo Yurchenko,1,1,42,41,1,83,2021-08-31 08:00:00,524515
O Belugin_129697,O Belugin,-3,0,21,33,-12,54,2021-08-31 08:00:00,524516
Vadym Reva_179403,Vadym Reva,2,1,44,33,11,77,2021-08-31 08:05:00,524517
Bohdan Yurka_179418,Bohdan Yurka,2,1,43,32,11,75,2021-08-31 08:10:00,524518
Anastasiia Moskaliuk_179433,Anastasiia Moskaliuk,-2,0,37,46,-9,83,2021-08-31 08:15:00,524519
S Muslikov_129657,S Muslikov,-1,0,47,42,5,89,2021-08-31 08:18:00,524520
Yaroslav Kravets_179374,Yaroslav Kravets,3,1,34,28,6,62,2021-08-31 08:20:00,524521
N Zhurba_129731,N Zhurba,2,1,39,34,5,73,2021-08-31 08:20:00,524522
Ruslan Ivanov_120897252,Ruslan Ivanov,-1,0,39,44,-5,83,2021-08-31 08:25:00,524523
A Zabrodin_129698,A Zabrodin,3,1,33,18,15,51,2021-08-31 08:30:00,524524
Valeriy Medvedenko_1335852741,Valeriy Medvedenko,2,1,42,33,9,75,2021-08-31 08:30:00,524525
Roman Zholubak_179632,Roman Zholubak,-1,0,52,55,-3,107,2021-08-31 08:30:00,524526
Anton Myrza_1085769005,Anton Myrza,1,1,48,43,5,91,2021-08-31 08:35:00,524527
Ihor Kovalenko_179404,Ihor Kovalenko,2,1,42,29,13,71,2021-08-31 08:35:00,524528
Anatolii Hritchenko_225174373,Anatolii Hritchenko,-3,0,25,33,-8,58,2021-08-31 08:40:00,524529
Dmytro Kunchurov_179419,Dmytro Kunchurov,2,1,48,41,7,89,2021-08-31 08:40:00,524530
Viktor Bosak_1647837044,Viktor Bosak,2,1,39,26,13,65,2021-08-31 08:45:00,524531
Anastasiia Kozak_179434,Anastasiia Kozak,-2,0,35,40,-5,75,2021-08-31 08:45:00,524532
A Lobanov_129732,A Lobanov,-2,0,33,43,-10,76,2021-08-31 08:47:00,524533
V Rudenko_129658,V Rudenko,3,1,33,23,10,56,2021-08-31 08:50:00,524534
Denys Pesternikov_179375,Denys Pesternikov,1,1,51,46,5,97,2021-08-31 08:50:00,524535
Nazarii Danyliuk_1934452016,Nazarii Danyliuk,1,1,47,48,-1,95,2021-08-31 08:50:00,524536
Oleh Yurenev_179443,Oleh Yurenev,1,1,46,41,5,87,2021-08-31 08:50:00,524537
Andrii Peretiatko_179453,Andrii Peretiatko,-2,0,37,43,-6,80,2021-08-31 08:55:00,524538
Andrii Kotik_923871316,Andrii Kotik,2,1,45,31,14,76,2021-08-31 08:55:00,524539
Serhii Baranovskyi_34739353,Serhii Baranovskyi,-3,0,28,34,-6,62,2021-08-31 08:55:00,524540
Vasyl Moshovskyi_179468,Vasyl Moshovskyi,2,1,42,35,7,77,2021-08-31 09:00:00,524541
Lukas Adamec_179583,Lukas Adamec,2,1,40,35,5,75,2021-08-31 09:00:00,524542
Ja Jablonovsky_29143,Ja Jablonovsky,-3,0,21,33,-12,54,2021-08-31 09:00:00,524543
Anatolii Yakovenko_662705045,Anatolii Yakovenko,-2,0,34,42,-8,76,2021-08-31 09:00:00,524544
Kyrylo Yurchenko_179633,Kyrylo Yurchenko,1,1,49,42,7,91,2021-08-31 09:00:00,524545
G Karpovkin_129699,G Karpovkin,3,1,33,17,16,50,2021-08-31 09:03:00,524546
Andrii Sydorenko_179405,Andrii Sydorenko,-2,0,34,40,-6,74,2021-08-31 09:05:00,524547
Sergiy Balabey_1253232984,Sergiy Balabey,-2,0,29,40,-11,69,2021-08-31 09:05:00,524548
Oleksandr Durduka_179420,Oleksandr Durduka,3,1,44,35,9,79,2021-08-31 09:10:00,524549
Artem Tkachenko_438691433,Artem Tkachenko,3,1,34,22,12,56,2021-08-31 09:10:00,524550
Oleh Furman_247661722,Oleh Furman,1,1,49,49,0,98,2021-08-31 09:15:00,524551
Anastasiia Moskaliuk_179435,Anastasiia Moskaliuk,-3,0,27,36,-9,63,2021-08-31 09:15:00,524552
E Tsvetkov_129659,E Tsvetkov,-3,0,25,34,-9,59,2021-08-31 09:16:00,524553
R Pavlenko_129733,R Pavlenko,1,1,52,42,10,94,2021-08-31 09:19:00,524554
Serhii Semenets_179444,Serhii Semenets,3,1,33,19,14,52,2021-08-31 09:20:00,524555
Igor Vatsyn_581782278,Igor Vatsyn,-2,0,25,43,-18,68,2021-08-31 09:20:00,524556
Yaroslav Kravets_179376,Yaroslav Kravets,3,1,33,25,8,58,2021-08-31 09:20:00,524557
Taras Yemelianov_179616,Taras Yemelianov,-3,0,16,33,-17,49,2021-08-31 09:25:00,524558
Nazarii Hrytsyienko_1695990949,Nazarii Hrytsyienko,-1,0,40,48,-8,88,2021-08-31 09:25:00,524559
Mykyta Ruban_1726145390,Mykyta Ruban,-1,0,46,46,0,92,2021-08-31 09:30:00,524560
V Pecka_29144,V Pecka,-2,0,34,40,-6,74,2021-08-31 09:30:00,524561
Jachym Sebl_179584,Jachym Sebl,-1,0,49,49,0,98,2021-08-31 09:30:00,524562
Mykola Shyshkin_179469,Mykola Shyshkin,-2,0,34,39,-5,73,2021-08-31 09:30:00,524563
Dmytro Vakhta_1167762254,Dmytro Vakhta,2,1,38,28,10,66,2021-08-31 09:30:00,524564
A Zabrodin_129700,A Zabrodin,2,1,43,33,10,76,2021-08-31 09:30:00,524565
Vadym Bochkovskyi_179634,Vadym Bochkovskyi,3,1,37,26,11,63,2021-08-31 09:30:00,524566
Ruslan Ivanov_681653890,Ruslan Ivanov,-1,0,44,48,-4,92,2021-08-31 09:35:00,524567
Ihor Kovalenko_179406,Ihor Kovalenko,3,1,33,17,16,50,2021-08-31 09:35:00,524568
Stanislav Harenko_731995375,Stanislav Harenko,2,1,42,38,4,80,2021-08-31 09:40:00,524569
Dmytro Kunchurov_179421,Dmytro Kunchurov,3,1,33,19,14,52,2021-08-31 09:40:00,524570
Anton Myrza_937378473,Anton Myrza,2,1,36,28,8,64,2021-08-31 09:45:00,524571
Yana Mykhailyk_179436,Yana Mykhailyk,2,1,35,32,3,67,2021-08-31 09:45:00,524572
V Rudenko_129660,V Rudenko,1,1,48,43,5,91,2021-08-31 09:46:00,524573
Anatolii Hritchenko_415175414,Anatolii Hritchenko,2,1,44,38,6,82,2021-08-31 09:50:00,524574
Oleh Bindas_179377,Oleh Bindas,3,1,35,26,9,61,2021-08-31 09:50:00,524575
Oleh Yurenev_179445,Oleh Yurenev,-2,0,34,42,-8,76,2021-08-31 09:50:00,524576
A Lobanov_129734,A Lobanov,-2,0,31,40,-9,71,2021-08-31 09:51:00,524577
Viktor Bosak_1896366973,Viktor Bosak,-3,0,26,36,-10,62,2021-08-31 09:55:00,524578
Serhii Pitsyk_179608,Serhii Pitsyk,-3,0,16,33,-17,49,2021-08-31 09:55:00,524579
Jachym Sebl_179585,Jachym Sebl,1,1,46,45,1,91,2021-08-31 10:00:00,524580
Oleh Holiak_179470,Oleh Holiak,2,1,42,25,17,67,2021-08-31 10:00:00,524581
A Barbora_29145,A Barbora,3,1,35,27,8,62,2021-08-31 10:00:00,524582
Roman Zholubak_179635,Roman Zholubak,2,1,36,36,0,72,2021-08-31 10:00:00,524583
Nazarii Danyliuk_1742339457,Nazarii Danyliuk,2,1,42,38,4,80,2021-08-31 10:00:00,524584
O Belugin_129701,O Belugin,-2,0,29,41,-12,70,2021-08-31 10:02:00,524585
Serhii Baranovskyi_1884583488,Serhii Baranovskyi,-2,0,31,42,-11,73,2021-08-31 10:05:00,524586
Vadym Reva_179407,Vadym Reva,-1,0,45,50,-5,95,2021-08-31 10:05:00,524587
Andrii Kotik_1596753151,Andrii Kotik,-2,0,42,48,-6,90,2021-08-31 10:05:00,524588
Dmytro Alekseenko_1162262614,Dmytro Alekseenko,-2,0,40,49,-9,89,2021-08-31 10:10:00,524589
Bohdan Yurka_179422,Bohdan Yurka,-3,0,22,34,-12,56,2021-08-31 10:10:00,524590
Valeriy Medvedenko_2009024561,Valeriy Medvedenko,2,1,42,27,15,69,2021-08-31 10:15:00,524591
Anastasiia Kozak_179437,Anastasiia Kozak,-1,0,56,57,-1,113,2021-08-31 10:15:00,524592
N Zhurba_129735,N Zhurba,-3,0,25,34,-9,59,2021-08-31 10:17:00,524593
S Muslikov_129661,S Muslikov,1,1,58,52,6,110,2021-08-31 10:17:00,524594
